GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
1400000US39035118101,39035118101,"Census Tract 1181.01, Cuyahoga County, Ohio",724,77,25500,9180,2.8,2.8,86875,50925,95.7,3.3,22330,10232,0.0,4.1,-,**,1.0,1.5,-,**,0.0,4.1,-,**,0.0,4.1,-,**,0.6,0.8,-,**,1.0,1.5,-,**,1.8,2.3,-,**,1.9,3.1,-,**,26.5,12.5,14844,19875,49.4,13.2,34750,11406,22.1,9.4,25625,10732,466,75,35132,12779,44.2,17.0,25368,27037,55.8,17.0,41250,10106,40.1,14.6,98287,80976,55.4,14.5,29444,13778,4.5,5.6,-,**,258,78,15645,5714,53.9,16.6,12188,15423,53.9,16.6,12188,15423,0.0,11.0,-,**,46.1,16.6,15787,3935,40.7,16.2,16435,2646,5.4,8.3,-,**,36.3,(X),(X),(X),40.8,(X),(X),(X),26.4,(X),(X),(X)
1400000US39035118200,39035118200,"Census Tract 1182, Cuyahoga County, Ohio",837,83,21302,6338,1.1,1.2,-,**,96.9,2.2,22240,6331,0.0,3.5,-,**,0.0,3.5,-,**,0.0,3.5,-,**,0.0,3.5,-,**,2.0,1.7,"2,500-",***,0.5,0.8,-,**,0.6,0.9,-,**,3.5,3.8,-,**,27.8,7.7,14131,7497,40.4,7.4,30000,19070,28.3,5.1,21932,6705,458,85,14500,7893,53.7,13.8,12937,1808,46.3,13.8,29122,8525,21.8,11.4,47574,14765,71.0,13.4,13504,1906,7.2,9.9,-,**,379,87,23903,3610,48.8,14.6,14375,9574,42.0,14.1,12083,5246,6.9,7.3,22500,75908,51.2,14.6,28438,17034,46.7,15.1,26845,22181,4.5,6.1,-,**,49.3,(X),(X),(X),54.1,(X),(X),(X),38.3,(X),(X),(X)
1400000US39035118301,39035118301,"Census Tract 1183.01, Cuyahoga County, Ohio",1148,123,19492,4382,6.4,4.1,38947,90025,93.6,4.1,18750,4422,0.0,2.6,-,**,0.0,2.6,-,**,0.0,2.6,-,**,0.0,2.6,-,**,0.0,2.6,-,**,1.7,2.1,-,**,4.8,3.7,110170,158639,6.7,5.4,"2,500-",***,21.3,6.1,13214,13900,44.7,8.0,24519,19400,27.4,5.2,21375,10361,576,118,28750,11499,48.8,11.6,15313,16619,51.2,11.6,39607,13820,19.8,8.4,61944,13432,66.3,11.2,20750,10091,13.9,10.0,35804,10895,572,118,14545,6584,66.4,12.7,17258,4500,58.9,14.2,15524,6797,7.5,7.0,110057,167450,33.6,12.7,10625,3168,33.0,12.8,10531,3078,0.5,1.1,-,**,36.6,(X),(X),(X),43.9,(X),(X),(X),28.3,(X),(X),(X)
1400000US39035118400,39035118400,"Census Tract 1184, Cuyahoga County, Ohio",717,87,30875,11689,0.0,4.1,-,**,96.7,4.7,32917,11462,0.0,4.1,-,**,0.0,4.1,-,**,0.0,4.1,-,**,0.0,4.1,-,**,3.3,4.7,-,**,0.0,4.1,-,**,0.0,4.1,-,**,5.0,5.1,"2,500-",***,22.9,6.2,34464,6601,40.2,8.1,35526,15940,31.9,5.2,25966,6078,381,73,36836,4364,36.2,11.8,34107,4785,63.8,11.8,38125,6387,49.6,12.9,43920,6038,44.9,13.0,16528,26808,5.5,6.3,39844,92313,336,89,23077,6358,59.8,15.2,19188,5718,55.7,14.6,20156,5881,4.2,6.4,-,**,40.2,15.2,35481,17755,39.0,15.3,35096,17095,1.2,2.0,-,**,35.7,(X),(X),(X),42.0,(X),(X),(X),28.6,(X),(X),(X)
1400000US39035118500,39035118500,"Census Tract 1185, Cuyahoga County, Ohio",335,56,21458,14794,1.2,1.8,-,**,97.6,2.6,22969,15062,0.0,8.6,-,**,0.0,8.6,-,**,0.0,8.6,-,**,0.0,8.6,-,**,1.2,1.7,-,**,0.0,8.6,-,**,1.2,1.8,-,**,0.0,8.6,-,**,31.6,13.4,16304,20948,47.2,13.6,26625,6700,21.2,9.0,17014,10404,164,48,40000,29298,36.0,12.3,14952,30687,64.0,12.3,58542,27589,11.0,8.6,46875,66705,68.9,12.9,35156,37362,20.1,9.7,44375,63736,171,58,16273,1310,52.0,20.5,16736,11541,49.7,20.6,16458,9796,2.3,4.4,-,**,48.0,20.5,16042,2907,48.0,20.5,16042,2907,0.0,16.0,-,**,40.9,(X),(X),(X),32.3,(X),(X),(X),49.1,(X),(X),(X)
1400000US39035118602,39035118602,"Census Tract 1186.02, Cuyahoga County, Ohio",1171,97,9519,786,0.7,1.1,-,**,97.6,2.2,9545,888,1.7,1.9,-,**,0.0,2.5,-,**,0.0,2.5,-,**,0.0,2.5,-,**,0.0,2.5,-,**,0.0,2.5,-,**,0.7,1.1,-,**,7.7,5.8,4756,2021,30.3,9.2,9205,3824,36.6,8.1,9502,1294,25.4,6.5,12938,2271,463,128,9375,5179,70.4,13.6,6294,2043,29.6,13.6,21369,38268,11.2,11.0,54667,19824,65.9,15.6,6745,3442,22.9,14.2,10870,6635,708,122,9460,567,57.2,10.6,9434,1599,55.5,10.5,9333,1495,1.7,2.1,-,**,42.8,10.6,9487,1401,39.1,10.9,9482,1456,3.7,4.2,-,**,31.8,(X),(X),(X),36.7,(X),(X),(X),27.4,(X),(X),(X)
1400000US39035118700,39035118700,"Census Tract 1187, Cuyahoga County, Ohio",828,91,12885,3294,43.4,7.3,21750,9572,47.8,6.9,10982,2358,0.5,0.8,-,**,5.0,3.7,"2,500-",***,0.0,3.6,-,**,0.6,0.9,-,**,2.8,3.8,-,**,1.3,1.5,-,**,42.6,7.2,21964,11389,18.2,7.3,3203,1523,23.3,9.2,10250,8271,22.1,7.1,10750,63669,36.4,8.4,21806,25492,164,56,54167,22826,22.6,12.1,21094,30337,77.4,12.1,65625,20223,59.1,15.6,67014,29173,35.4,14.9,9250,17856,5.5,8.3,-,**,664,95,11201,2213,56.0,11.5,10613,2962,49.1,10.5,10660,3342,6.9,5.0,9500,18395,44.0,11.5,12500,6995,40.1,11.4,11146,5964,3.9,3.6,26000,60764,25.5,(X),(X),(X),44.5,(X),(X),(X),20.8,(X),(X),(X)
1400000US39035118800,39035118800,"Census Tract 1188, Cuyahoga County, Ohio",1501,157,18750,5858,57.2,7.2,21337,6242,13.8,4.1,13542,5053,0.0,2.0,-,**,23.4,6.8,11750,18300,0.0,2.0,-,**,0.0,2.0,-,**,5.7,4.9,21738,1794,7.0,4.8,8945,8593,50.2,8.3,24696,8393,26.7,6.5,4308,3818,38.8,7.7,31023,12589,14.1,5.7,21528,23444,20.4,3.6,13788,3062,248,89,34392,13801,34.7,20.5,23370,33620,65.3,20.5,41957,30128,54.0,20.4,40714,84095,41.9,21.0,23261,21145,4.0,5.6,-,**,1253,180,14748,3500,54.0,10.2,13547,2980,45.3,9.8,13494,3161,8.6,5.2,14063,15116,46.0,10.2,20897,7303,35.8,9.3,13125,12173,10.3,7.4,57926,16445,20.9,(X),(X),(X),16.1,(X),(X),(X),21.9,(X),(X),(X)
1400000US39035118900,39035118900,"Census Tract 1189, Cuyahoga County, Ohio",615,90,30775,7433,5.5,4.6,70714,46882,87.3,6.2,26821,6483,0.0,4.8,-,**,7.2,5.1,53333,15601,0.0,4.8,-,**,0.0,4.8,-,**,0.0,4.8,-,**,1.1,1.7,-,**,4.4,4.4,52250,82268,5.4,5.0,10536,22151,44.9,11.9,31810,27172,38.4,10.4,26897,13065,11.4,5.6,53333,37397,275,75,30375,24359,61.5,17.2,22891,17635,38.5,17.2,47174,14253,36.4,17.7,66429,14815,63.6,17.7,13681,15705,0.0,10.3,-,**,340,79,30643,6744,42.6,15.6,30511,9815,42.6,15.6,30511,9815,0.0,8.4,-,**,57.4,15.6,30865,34383,49.7,16.3,26767,7314,7.6,8.9,-,**,33.3,(X),(X),(X),33.1,(X),(X),(X),33.5,(X),(X),(X)
1400000US39035119100,39035119100,"Census Tract 1191, Cuyahoga County, Ohio",47,24,46771,28421,57.4,30.6,45938,8588,29.8,39.8,-,**,12.8,22.1,-,**,0.0,41.6,-,**,0.0,41.6,-,**,0.0,41.6,-,**,0.0,41.6,-,**,0.0,41.6,-,**,57.4,30.6,45938,8588,8.5,13.2,-,**,78.7,23.2,50625,81446,12.8,22.1,-,**,0.0,41.6,-,**,17,16,-,**,70.6,62.1,-,**,29.4,62.1,-,**,29.4,62.1,-,**,70.6,62.1,-,**,0.0,69.1,-,**,30,22,52083,103954,40.0,48.3,-,**,20.0,38.7,-,**,20.0,27.6,-,**,60.0,48.3,-,**,60.0,48.3,-,**,0.0,52.0,-,**,0.0,(X),(X),(X),0.0,(X),(X),(X),0.0,(X),(X),(X)
1400000US39035119202,39035119202,"Census Tract 1192.02, Cuyahoga County, Ohio",547,60,16953,5572,26.1,7.6,75069,17342,71.5,7.7,11496,3653,1.3,1.9,-,**,1.1,1.6,-,**,0.0,5.3,-,**,0.0,5.3,-,**,0.0,5.3,-,**,0.0,5.3,-,**,26.1,7.6,75069,17342,0.7,1.3,-,**,23.6,10.3,23015,23673,39.9,11.5,10882,7696,35.8,9.8,40417,53608,148,62,36071,8524,51.4,23.1,31875,31158,48.6,23.1,38500,22132,34.5,20.7,66161,20214,62.8,20.9,30938,36294,2.7,4.7,-,**,399,70,15495,4130,56.9,13.9,17813,7028,56.9,13.9,17813,7028,0.0,7.2,-,**,43.1,13.9,9402,2492,39.8,13.8,9049,2040,3.3,3.6,-,**,29.6,(X),(X),(X),11.5,(X),(X),(X),36.3,(X),(X),(X)
1400000US39035119300,39035119300,"Census Tract 1193, Cuyahoga County, Ohio",1482,137,13867,2534,3.6,3.4,-,**,96.4,3.4,14395,2618,0.0,2.0,-,**,0.0,2.0,-,**,0.0,2.0,-,**,0.0,2.0,-,**,0.0,2.0,-,**,3.8,3.8,-,**,1.8,2.6,-,**,6.3,4.4,6060,829,36.6,6.9,9226,6581,37.3,5.9,19063,6481,19.8,5.4,16371,6797,937,123,14599,3650,59.3,9.2,6250,6167,40.7,9.2,32545,7344,17.3,8.3,38167,30736,77.1,8.4,13009,4816,5.7,4.2,23393,23236,545,100,12725,5427,62.8,10.7,11053,6590,55.0,10.8,9572,4487,7.7,7.3,18158,5161,37.2,10.7,14050,9444,35.4,10.8,14550,9531,1.8,2.9,-,**,29.5,(X),(X),(X),35.2,(X),(X),(X),19.6,(X),(X),(X)
1400000US39035119401,39035119401,"Census Tract 1194.01, Cuyahoga County, Ohio",1016,116,31596,5971,17.7,7.4,36167,18251,65.6,8.2,21546,10581,0.0,2.9,-,**,16.6,4.9,41875,19437,0.0,2.9,-,**,0.0,2.9,-,**,0.0,2.9,-,**,0.0,2.9,-,**,17.7,7.4,36167,18251,3.5,3.2,-,**,28.1,8.8,40000,4040,45.3,9.9,21875,16941,23.0,6.0,17181,5494,470,109,43750,15536,28.9,15.4,36842,19349,71.1,15.4,58091,13716,45.7,12.3,60329,16361,35.7,11.8,45938,16494,18.5,11.9,14107,27635,546,129,17500,8604,50.0,12.4,14824,2343,45.2,12.3,15590,2847,4.8,4.8,-,**,50.0,12.4,30610,17747,44.5,12.5,31483,12104,5.5,4.9,20714,18125,30.6,(X),(X),(X),44.7,(X),(X),(X),18.5,(X),(X),(X)
1400000US39035119402,39035119402,"Census Tract 1194.02, Cuyahoga County, Ohio",868,98,24000,8779,1.8,2.1,-,**,96.9,2.5,23563,8949,0.0,3.4,-,**,0.0,3.4,-,**,0.0,3.4,-,**,0.7,1.0,-,**,0.6,0.8,-,**,0.7,1.0,-,**,1.8,2.1,-,**,13.2,6.2,11359,6687,38.5,10.4,30227,16475,30.8,8.6,26750,13825,17.5,5.7,20441,6206,456,103,31250,5894,56.8,12.8,19076,8590,43.2,12.8,42219,12862,25.9,11.6,65167,47301,66.7,13.6,28788,6952,7.5,8.3,"2,500-",***,412,102,11786,7289,35.9,13.5,12262,4720,35.9,13.5,12262,4720,0.0,7.0,-,**,64.1,13.5,9825,13722,59.2,14.3,15577,10756,4.9,7.9,-,**,42.5,(X),(X),(X),55.3,(X),(X),(X),20.4,(X),(X),(X)
1400000US39035119501,39035119501,"Census Tract 1195.01, Cuyahoga County, Ohio",1539,118,30655,4723,41.1,7.0,50025,15463,54.6,7.5,25972,5583,0.0,1.9,-,**,1.8,1.8,153750,157087,0.0,1.9,-,**,0.0,1.9,-,**,2.5,3.3,-,**,4.2,3.8,23295,23506,39.4,7.2,50700,11167,14.9,6.1,19896,15513,24.6,5.6,29375,27631,40.0,6.4,30614,8539,20.5,4.6,45089,16387,641,127,40859,18872,66.1,12.4,27037,9606,33.9,12.4,62361,19631,52.4,13.6,62500,12551,38.8,12.5,20655,13146,8.7,8.6,-,**,898,116,28889,8690,55.5,9.5,24125,14270,46.0,9.7,23563,12924,9.5,6.7,30592,24814,44.5,9.5,32813,11051,33.6,9.5,23056,15686,10.9,6.8,47813,35299,25.5,(X),(X),(X),30.4,(X),(X),(X),21.9,(X),(X),(X)
1400000US39035119502,39035119502,"Census Tract 1195.02, Cuyahoga County, Ohio",1207,125,20417,6050,20.0,5.7,24575,15508,77.0,6.3,16765,4219,0.9,1.4,-,**,0.7,1.0,-,**,0.0,2.5,-,**,1.5,1.9,-,**,0.0,2.5,-,**,2.9,2.5,23523,35197,18.6,5.9,24615,18030,5.6,5.6,11806,23620,31.1,10.3,26442,8717,42.5,9.4,17432,4378,20.9,5.6,15806,2606,267,85,41406,21106,37.1,16.3,32750,16347,62.9,16.3,51563,49693,36.0,18.0,50909,57128,64.0,18.0,32550,19138,0.0,10.6,-,**,940,131,16224,3235,54.0,11.8,16538,8304,46.3,12.8,14566,2676,7.8,7.1,26635,22976,46.0,11.8,16009,3123,43.6,11.5,16491,3174,2.3,2.5,-,**,36.5,(X),(X),(X),45.7,(X),(X),(X),33.8,(X),(X),(X)
1400000US39035119600,39035119600,"Census Tract 1196, Cuyahoga County, Ohio",1092,135,21190,7301,4.4,4.3,23295,20992,95.6,4.3,20357,8189,0.0,2.7,-,**,0.0,2.7,-,**,0.0,2.7,-,**,0.0,2.7,-,**,0.0,2.7,-,**,2.0,3.3,-,**,2.4,2.7,9412,55131,5.0,4.8,6750,9414,22.5,9.4,27011,12364,50.9,9.8,24355,18234,21.5,7.0,16054,2192,607,126,40625,14982,48.4,14.7,22083,21987,51.6,14.7,45742,10695,27.7,13.2,52778,38461,64.3,14.5,24318,20297,8.1,7.7,17569,15852,485,113,12651,2727,63.7,15.3,13811,3070,52.8,14.6,15438,2705,10.9,10.2,10551,2254,36.3,15.3,10000,4460,36.3,15.3,10000,4460,0.0,6.0,-,**,36.2,(X),(X),(X),45.6,(X),(X),(X),19.4,(X),(X),(X)
1400000US39035119701,39035119701,"Census Tract 1197.01, Cuyahoga County, Ohio",776,94,20167,8238,2.1,2.4,-,**,89.8,6.6,20792,8759,0.0,3.8,-,**,0.0,3.8,-,**,0.0,3.8,-,**,0.0,3.8,-,**,8.1,5.9,45139,62736,1.5,2.5,-,**,2.1,2.4,-,**,3.1,3.0,11579,5036,29.8,9.9,21550,28221,44.8,10.1,16944,11275,22.3,5.3,24861,24510,416,84,42222,11218,60.1,13.8,48333,12550,39.9,13.8,37656,3753,29.1,12.6,88958,43964,58.9,14.3,35655,24025,12.0,7.3,13438,1899,360,63,12500,4253,65.8,13.6,13250,4014,63.3,13.4,12969,5036,2.5,3.8,-,**,34.2,13.6,8828,8535,34.2,13.6,8828,8535,0.0,8.0,-,**,25.3,(X),(X),(X),28.8,(X),(X),(X),21.1,(X),(X),(X)
1400000US39035119702,39035119702,"Census Tract 1197.02, Cuyahoga County, Ohio",996,119,15854,2659,0.0,3.0,-,**,94.7,4.1,16448,2789,0.0,3.0,-,**,0.0,3.0,-,**,1.8,3.0,-,**,3.5,4.6,-,**,0.0,3.0,-,**,5.3,4.1,9866,7583,0.0,3.0,-,**,5.6,4.4,14167,952,27.1,9.7,14444,8973,37.9,9.2,19125,5675,29.4,9.4,15523,2266,515,106,18153,3380,42.5,11.2,13378,6205,57.5,11.2,21000,6094,23.3,14.1,15338,2152,53.4,14.0,19010,5420,23.3,13.7,20750,15611,481,101,12823,2940,53.2,16.2,9909,3133,48.6,15.3,9573,1744,4.6,6.5,-,**,46.8,16.2,16875,11772,40.7,15.9,15750,17871,6.0,6.9,-,**,37.8,(X),(X),(X),44.9,(X),(X),(X),30.1,(X),(X),(X)
1400000US39035119800,39035119800,"Census Tract 1198, Cuyahoga County, Ohio",1552,164,18923,6803,0.0,1.9,-,**,98.5,2.3,19365,6821,0.0,1.9,-,**,1.5,2.3,-,**,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,8.0,5.4,6034,6376,26.8,10.5,13225,6961,38.6,8.4,28496,3171,26.6,6.3,14488,9086,809,165,19648,9665,46.4,11.3,6681,11110,53.6,11.3,28476,5286,14.8,8.2,27500,16650,71.9,10.7,14953,16557,13.2,8.0,20795,16274,743,171,18065,7623,47.5,12.3,19922,10084,38.1,9.9,14238,7576,9.4,9.0,41700,14086,52.5,12.3,16750,10050,49.5,12.9,15375,9528,3.0,3.3,-,**,37.8,(X),(X),(X),36.7,(X),(X),(X),35.7,(X),(X),(X)
1400000US39035119900,39035119900,"Census Tract 1199, Cuyahoga County, Ohio",997,131,19087,4330,2.5,3.9,-,**,93.7,4.8,19438,3960,0.0,3.0,-,**,0.0,3.0,-,**,0.0,3.0,-,**,0.0,3.0,-,**,3.8,3.0,20000,28105,0.0,3.0,-,**,2.5,3.9,-,**,5.6,5.7,8500,15827,22.3,8.0,25294,11157,45.2,11.5,19331,7930,26.9,8.4,14655,6647,392,123,27065,11497,42.6,17.8,19788,13437,57.4,17.8,42639,25870,21.7,14.3,74345,46115,72.7,15.0,24727,9475,5.6,6.5,-,**,605,135,13913,2375,57.9,11.2,13885,3108,55.4,10.4,13788,3115,2.5,3.7,-,**,42.1,11.2,13964,3660,39.8,12.1,14464,7100,2.3,4.5,-,**,35.9,(X),(X),(X),41.1,(X),(X),(X),32.6,(X),(X),(X)
1400000US39035120200,39035120200,"Census Tract 1202, Cuyahoga County, Ohio",1075,124,20890,3224,1.0,1.7,-,**,92.7,5.7,21061,1998,0.0,2.7,-,**,0.0,2.7,-,**,0.0,2.7,-,**,5.0,5.2,-,**,1.3,2.0,-,**,5.0,5.2,-,**,1.0,1.7,-,**,9.5,6.6,17222,11633,24.1,8.5,21341,6427,42.0,9.3,21758,9090,24.5,7.1,17443,9834,576,126,23023,4093,38.4,12.1,21490,11072,61.6,12.1,25972,22435,33.7,15.2,42000,4435,54.5,17.0,21140,5475,11.8,10.3,21667,7485,499,125,14657,5913,53.5,16.3,16776,8914,44.7,15.5,13938,6201,8.8,6.9,35192,8971,46.5,16.3,13690,4580,44.3,16.1,13363,4193,2.2,3.1,-,**,42.0,(X),(X),(X),44.1,(X),(X),(X),39.7,(X),(X),(X)
1400000US39035120400,39035120400,"Census Tract 1204, Cuyahoga County, Ohio",989,121,23668,7632,0.0,3.0,-,**,98.1,3.0,24185,7658,0.0,3.0,-,**,0.0,3.0,-,**,0.0,3.0,-,**,0.0,3.0,-,**,1.9,3.0,-,**,0.0,3.0,-,**,0.0,3.0,-,**,3.2,3.1,-,**,18.9,7.1,13993,10548,43.4,9.9,22266,9720,34.5,7.4,35607,10824,536,110,43438,16241,33.4,11.9,13646,11412,66.6,11.9,49023,7970,29.1,13.8,51071,4937,50.4,13.5,31786,23338,20.5,11.8,35192,20624,453,117,12482,2097,50.8,15.3,11970,4753,44.2,14.8,10833,2975,6.6,6.4,-,**,49.2,15.3,12801,2046,35.1,11.9,10777,2873,14.1,10.6,35761,28231,37.7,(X),(X),(X),45.9,(X),(X),(X),24.3,(X),(X),(X)
1400000US39035120500,39035120500,"Census Tract 1205, Cuyahoga County, Ohio",946,119,21574,6375,0.0,3.1,-,**,97.4,2.5,20417,5922,0.0,3.1,-,**,1.4,2.0,-,**,0.0,3.1,-,**,0.0,3.1,-,**,1.3,1.6,-,**,0.0,3.1,-,**,0.0,3.1,-,**,0.0,3.1,-,**,24.7,10.1,22941,6744,37.3,9.1,19875,35882,37.9,9.9,19825,8745,600,112,25896,3515,41.3,11.6,17656,13877,58.7,11.6,37422,4634,29.2,11.1,35804,14623,45.0,11.9,25613,7233,25.8,11.2,19625,14397,346,99,14656,1551,43.9,16.5,13864,4868,42.2,16.6,13523,5028,1.7,2.6,-,**,56.1,16.5,14856,4365,56.1,16.5,14856,4365,0.0,8.3,-,**,47.5,(X),(X),(X),52.3,(X),(X),(X),29.2,(X),(X),(X)
1400000US39035120600,39035120600,"Census Tract 1206, Cuyahoga County, Ohio",1108,170,22909,5289,0.8,1.3,-,**,98.4,1.8,23318,5858,0.0,2.7,-,**,0.0,2.7,-,**,0.0,2.7,-,**,0.0,2.7,-,**,0.8,1.3,-,**,0.0,2.7,-,**,0.8,1.3,-,**,5.1,5.2,-,**,24.3,8.4,16860,17276,46.8,9.1,31222,11661,23.7,6.3,23144,2970,544,135,32941,7503,55.9,15.3,30405,18351,44.1,15.3,41944,9755,11.4,7.2,44500,14682,78.1,10.3,32379,9290,10.5,8.7,24727,50406,564,144,15486,2794,54.8,14.7,16956,2346,53.2,14.7,16774,2233,1.6,2.5,-,**,45.2,14.7,12669,4662,40.4,14.2,11053,7954,4.8,7.3,-,**,37.3,(X),(X),(X),48.5,(X),(X),(X),26.4,(X),(X),(X)
1400000US39035120701,39035120701,"Census Tract 1207.01, Cuyahoga County, Ohio",789,92,18750,4548,0.0,3.7,-,**,100.0,3.7,18750,4548,0.0,3.7,-,**,0.0,3.7,-,**,0.0,3.7,-,**,0.0,3.7,-,**,0.0,3.7,-,**,0.0,3.7,-,**,0.0,3.7,-,**,5.4,5.6,16467,15165,33.6,8.7,17159,10503,41.7,9.8,22375,9720,19.3,7.2,13661,3073,397,87,20417,5892,57.4,12.3,16029,7994,42.6,12.3,53011,17796,12.1,7.0,18750,66071,83.9,7.9,19798,5795,4.0,4.3,70625,40459,392,101,16618,5686,23.7,13.2,31131,16309,23.7,13.2,31131,16309,0.0,7.4,-,**,76.3,13.2,15956,3270,63.0,16.3,14668,2529,13.3,11.8,37115,10542,40.6,(X),(X),(X),39.3,(X),(X),(X),41.8,(X),(X),(X)
1400000US39035120702,39035120702,"Census Tract 1207.02, Cuyahoga County, Ohio",740,93,23500,6295,0.7,1.2,-,**,95.1,3.5,22500,6556,0.0,4.0,-,**,1.2,1.8,-,**,0.0,4.0,-,**,0.0,4.0,-,**,3.0,3.0,62083,63774,0.0,4.0,-,**,0.7,1.2,-,**,9.1,7.0,12813,37790,20.9,7.6,22891,25645,41.9,8.3,26000,7362,28.1,6.9,22500,23905,394,74,43229,18777,45.7,11.0,21731,23089,54.3,11.0,57500,9051,41.9,13.3,59141,14257,49.0,12.3,22404,10437,9.1,7.6,48056,81872,346,85,15644,1832,52.0,13.8,18750,12201,47.7,14.6,14926,10838,4.3,4.7,-,**,48.0,13.8,15424,5237,46.5,14.3,15530,5250,1.4,2.3,-,**,24.7,(X),(X),(X),27.2,(X),(X),(X),22.0,(X),(X),(X)
1400000US39035120801,39035120801,"Census Tract 1208.01, Cuyahoga County, Ohio",840,119,30781,10336,1.3,2.1,-,**,98.0,2.4,30391,10523,0.0,3.5,-,**,0.0,3.5,-,**,0.0,3.5,-,**,0.0,3.5,-,**,0.7,1.1,-,**,0.8,1.4,-,**,1.3,2.1,-,**,7.5,6.4,-,**,20.8,9.2,26979,20306,52.1,10.6,39551,5187,19.5,7.1,24224,4561,503,121,30417,16684,45.5,17.2,26771,21589,54.5,17.2,35962,19729,27.0,12.8,53333,8798,67.2,15.2,19038,8115,5.8,9.2,-,**,337,102,31250,9689,62.0,15.9,26359,10819,43.3,17.5,33289,7545,18.7,11.2,22614,3785,38.0,15.9,44167,21776,35.3,16.2,45216,15843,2.7,4.3,-,**,35.4,(X),(X),(X),43.7,(X),(X),(X),22.8,(X),(X),(X)
1400000US39035120802,39035120802,"Census Tract 1208.02, Cuyahoga County, Ohio",789,79,26455,3080,3.5,5.2,-,**,95.8,5.2,27021,3611,0.0,3.7,-,**,0.6,1.0,-,**,0.0,3.7,-,**,0.0,3.7,-,**,0.0,3.7,-,**,0.0,3.7,-,**,3.5,5.2,-,**,8.2,5.7,13438,6045,20.3,9.3,38824,6592,41.6,10.2,29318,4326,29.9,6.7,22328,3269,503,90,27950,5860,35.4,11.6,20227,24714,64.6,11.6,28950,5528,30.6,11.8,48438,24243,58.8,12.8,21000,9388,10.5,8.1,25438,11439,286,76,22000,8183,63.6,14.0,22167,6578,57.0,14.1,22208,6701,6.6,7.3,-,**,36.4,14.0,14783,23435,29.0,14.8,14886,30602,7.3,8.6,-,**,49.9,(X),(X),(X),56.3,(X),(X),(X),35.0,(X),(X),(X)
